video_id,t_start,t_end,score
2_26,877.87,892.87,0.0044
2_26,611.94,643.49,0.004
2_26,755.68,780.73,0.004
2_26,1143.5,1162.23,0.0038
2_26,1087.17,1104.6,0.0038
2_26,738.13,741.3,0.0037
2_26,896.42,908.93,0.0036
2_26,845.6,881.63,0.0035
2_26,1206.37,1217.25,0.0035
2_26,1134.85,1141.5,0.0028
2_26,1215.65,1218.44,0.0026
2_26,786.48,792.2,0.0025
2_26,913.24,926.61,0.0023
2_26,1171.78,1208.12,0.0023
2_26,957.24,1006.35,0.0022
2_26,1143.21,1153.06,0.0022
2_26,1203.88,1206.67,0.0022
2_26,828.83,851.54,0.002
2_26,648.16,653.38,0.0017
2_26,952.15,973.24,0.0017
2_26,1001.32,1004.2,0.0017
2_26,925.76,945.15,0.0016
2_26,825.67,831.37,0.0016
2_26,590.42,626.99,0.0016
2_26,715.77,722.33,0.0015
2_26,948.98,951.79,0.0014
2_26,799.53,824.14,0.0013
2_26,699.78,705.96,0.0012
2_26,1216.12,1228.8,0.0011
2_26,679.36,704.14,0.0011
17_19,979.07,990.51,0.9985
17_19,723.33,733.13,0.9969
17_19,701.41,720.26,0.9969
17_19,614.42,675.6,0.9968
17_19,889.09,899.17,0.9967
17_19,825.44,863.54,0.9931
17_19,930.15,1140.37,0.9901
17_19,754.11,822.15,0.9882
17_19,899.19,930.41,0.9787
17_19,738.63,754.15,0.9665
17_19,949.62,978.34,0.953
17_19,723.34,733.13,0.1351
17_19,614.35,675.53,0.1348
17_19,701.41,720.27,0.1335
17_19,979.08,990.5,0.133
17_19,930.53,1140.33,0.1279
17_19,746.32,749.14,0.0083
17_19,969.29,979.58,0.0069
17_19,977.5,1002.16,0.0069
17_19,733.39,738.84,0.0063
17_19,698.04,703.89,0.006
17_19,810.01,812.47,0.0057
17_19,1050.89,1056.73,0.0053
17_19,832.05,838.38,0.0052
17_19,889.78,900.34,0.0046
17_19,678.41,748.96,0.0043
17_19,1067.51,1091.41,0.0043
17_19,614.33,616.88,0.0042
17_19,702.81,714.21,0.0037
17_19,1081.69,1084.77,0.0034
17_19,688.43,694.2,0.0033
17_19,990.66,1002.17,0.003
17_19,608.01,618.81,0.0029
17_19,786.36,800.15,0.0028
17_19,979.94,982.59,0.0028
17_19,827.05,846.81,0.0026
17_19,679.01,684.54,0.0026
17_19,821.27,824.56,0.0026
17_19,760.37,766.79,0.0025
17_19,719.71,735.41,0.0025
17_19,1001.02,1006.38,0.0024
17_19,742.56,745.43,0.0023
17_19,616.88,639.45,0.0023
17_19,861.64,898.56,0.0022
17_19,654.99,674.4,0.0022
17_19,1091.95,1094.68,0.0021
17_19,1047.97,1060.15,0.0021
17_19,669.29,671.55,0.0019
17_19,900.5,924.12,0.0018
17_19,674.89,677.65,0.0017
17_19,1077.58,1083.51,0.0016
17_19,851.77,863.0,0.0016
17_19,927.23,949.51,0.0015
17_19,1154.77,1157.83,0.0015
17_19,958.5,978.16,0.0015
17_19,1000.16,1067.15,0.0015
17_19,639.67,642.49,0.0014
17_19,830.72,841.95,0.0013
17_19,684.92,687.74,0.0013
17_19,1134.12,1136.76,0.0013
17_19,675.74,699.24,0.0012
17_19,1097.78,1138.18,0.0012
17_19,801.15,807.41,0.0012
17_19,725.06,731.68,0.0012
17_19,680.56,683.51,0.0011
17_19,844.26,849.62,0.0011
17_19,744.68,751.05,0.0011
17_19,759.18,799.01,0.001
17_19,928.0,934.19,0.001
17_19,971.15,976.89,0.001
3_13,806.66,827.57,0.9991
3_13,921.7,929.42,0.9991
3_13,994.86,1073.94,0.9989
3_13,787.14,794.41,0.9987
3_13,702.14,715.31,0.9983
3_13,848.51,884.87,0.9978
3_13,915.79,922.15,0.9967
3_13,757.19,779.83,0.9893
3_13,934.44,966.68,0.9889
3_13,833.96,846.22,0.9856
3_13,623.06,641.68,0.9855
3_13,973.07,989.43,0.9839
3_13,736.22,755.74,0.9669
3_13,653.98,697.55,0.9492
3_13,994.94,1073.93,0.135
3_13,848.55,884.88,0.135
3_13,806.68,827.58,0.1345
3_13,787.14,794.4,0.1344
3_13,934.42,966.67,0.134
3_13,915.79,922.14,0.1335
3_13,928.8,933.73,0.0198
3_13,787.14,794.41,0.0181
3_13,934.43,966.66,0.0173
3_13,1004.05,1010.01,0.0114
3_13,778.26,787.71,0.0102
3_13,1031.24,1051.2,0.0096
3_13,969.88,975.79,0.0095
3_13,892.63,903.95,0.0094
3_13,1071.32,1077.19,0.0082
3_13,737.76,740.61,0.0075
3_13,850.21,853.2,0.0072
3_13,828.51,835.09,0.0069
3_13,739.82,745.23,0.0068
3_13,616.03,650.28,0.0064
3_13,990.86,997.45,0.0064
3_13,642.92,645.78,0.0058
3_13,821.16,824.58,0.0057
3_13,619.09,624.64,0.0055
3_13,808.94,821.44,0.005
3_13,1082.91,1103.53,0.0045
3_13,1120.84,1132.62,0.004
3_13,997.45,1003.96,0.0039
3_13,717.1,722.92,0.0037
3_13,687.07,699.87,0.0036
3_13,893.15,934.61,0.0033
3_13,793.78,803.73,0.0033
3_13,782.31,787.67,0.0032
3_13,1064.82,1070.97,0.0031
3_13,1008.68,1056.76,0.0031
3_13,862.89,874.12,0.003
3_13,903.98,914.39,0.0028
3_13,725.79,731.37,0.0028
3_13,749.82,788.78,0.0028
3_13,811.9,817.79,0.0027
3_13,805.95,808.93,0.0026
3_13,903.2,905.84,0.0026
3_13,701.98,723.17,0.0026
3_13,734.52,737.36,0.0023
3_13,809.63,812.88,0.0022
3_13,1130.25,1135.5,0.0021
3_13,918.44,921.37,0.002
3_13,1043.31,1046.1,0.0019
3_13,1115.81,1121.71,0.0019
3_13,954.12,965.6,0.0018
3_13,829.65,847.98,0.0018
3_13,974.1,993.6,0.0018
3_13,797.75,804.41,0.0016
3_13,969.94,972.6,0.0016
3_13,1053.85,1059.73,0.0015
3_13,1109.07,1111.78,0.0015
3_13,678.66,681.45,0.0014
3_13,909.25,914.42,0.0014
3_13,1090.78,1093.58,0.0014
3_13,913.49,923.08,0.0013
3_13,882.29,885.37,0.0013
3_13,945.34,951.02,0.0012
3_13,975.69,978.4,0.0012
3_13,620.59,623.14,0.0011
3_13,1097.34,1100.14,0.0011
3_13,1129.41,1139.9,0.0011
3_13,655.19,741.44,0.0011
3_13,913.59,915.83,0.0011
3_13,1077.95,1080.9,0.0011
3_13,646.09,648.96,0.001
3_13,716.25,718.68,0.001
9_47,703.07,711.6,0.9977
9_47,642.59,703.84,0.9968
9_47,755.5,778.11,0.9943
9_47,721.44,753.37,0.9938
9_47,874.89,881.29,0.9914
9_47,778.99,807.94,0.9814
9_47,808.4,866.81,0.9811
9_47,620.82,641.29,0.9717
9_47,867.64,875.73,0.9673
9_47,721.41,753.37,0.1349
9_47,642.56,703.82,0.1349
9_47,703.07,711.6,0.1326
9_47,874.89,881.28,0.132
9_47,867.64,875.74,0.1295
9_47,642.62,664.2,0.0208
9_47,721.41,753.35,0.0181
9_47,642.59,703.87,0.0142
9_47,599.41,627.84,0.013
9_47,858.2,868.28,0.0081
9_47,1030.36,1117.54,0.008
9_47,1069.91,1080.81,0.0076
9_47,1085.93,1088.97,0.0056
9_47,716.81,719.79,0.0053
9_47,639.77,642.25,0.0049
9_47,808.98,884.28,0.0044
9_47,890.99,896.42,0.004
9_47,1015.45,1021.66,0.0037
9_47,913.95,995.15,0.0034
9_47,881.06,887.23,0.0032
9_47,1032.87,1035.26,0.0026
9_47,919.48,922.55,0.0024
9_47,685.21,697.09,0.0023
9_47,653.97,675.98,0.0023
9_47,711.45,722.35,0.0021
9_47,869.53,875.02,0.0021
9_47,761.43,764.11,0.0019
9_47,848.84,855.26,0.0019
9_47,1065.16,1068.13,0.0018
9_47,992.21,1013.16,0.0018
9_47,723.98,736.03,0.0018
9_47,953.69,960.01,0.0018
9_47,796.2,807.25,0.0016
9_47,757.42,760.29,0.0016
9_47,812.89,825.42,0.0016
9_47,961.19,967.4,0.0015
9_47,623.01,635.15,0.0015
9_47,785.53,791.15,0.0014
9_47,1044.52,1050.41,0.0014
9_47,633.8,636.61,0.0014
9_47,1109.94,1115.76,0.0013
9_47,891.09,936.33,0.0013
9_47,776.39,782.92,0.0013
9_47,959.57,962.78,0.0012
9_47,703.27,709.3,0.0012
9_47,896.54,899.82,0.0012
9_47,990.29,995.86,0.0011
9_47,847.72,850.42,0.0011
9_47,713.7,716.69,0.001
15_8,950.25,1064.98,0.9984
15_8,616.9,750.42,0.9883
15_8,762.33,904.53,0.9755
15_8,1063.81,1157.06,0.9666
15_8,902.99,940.98,0.858
15_8,1164.85,1191.88,0.4701
15_8,750.48,768.77,0.3972
15_8,1195.27,1207.53,0.3866
15_8,1198.41,1211.64,0.1929
15_8,749.49,761.95,0.1534
15_8,1167.5,1193.96,0.0973
15_8,754.31,767.75,0.0721
15_8,1200.69,1212.85,0.0544
15_8,1187.71,1196.58,0.0485
15_8,759.87,765.45,0.0479
15_8,1170.35,1180.28,0.0475
15_8,744.14,748.95,0.0443
15_8,1178.31,1190.39,0.0362
15_8,1154.61,1166.66,0.0351
15_8,749.82,788.16,0.0344
15_8,616.64,664.3,0.0339
15_8,1112.65,1204.11,0.0315
15_8,1203.53,1209.23,0.0278
15_8,1160.96,1173.12,0.0276
15_8,1194.21,1205.12,0.0256
15_8,763.68,777.14,0.0256
15_8,739.4,748.87,0.0252
15_8,936.16,945.26,0.0251
15_8,899.36,936.42,0.025
15_8,946.68,966.5,0.0241
15_8,635.77,748.94,0.0218
15_8,1189.79,1194.99,0.021
15_8,763.15,765.62,0.0187
15_8,1146.83,1157.75,0.018
15_8,758.37,764.41,0.0174
15_8,899.46,910.48,0.0169
15_8,1211.85,1228.8,0.0155
15_8,1101.78,1147.94,0.0147
15_8,748.29,753.68,0.0143
15_8,754.17,760.34,0.014
15_8,1194.98,1217.54,0.0139
15_8,1177.95,1180.44,0.0133
15_8,1193.74,1198.18,0.013
15_8,1182.19,1193.45,0.0128
15_8,1163.57,1186.12,0.0123
15_8,761.22,763.97,0.0114
15_8,1129.27,1170.29,0.0113
15_8,1207.59,1212.05,0.0111
15_8,885.43,907.4,0.0107
15_8,747.22,749.44,0.0106
15_8,1156.65,1162.45,0.0104
15_8,918.52,939.7,0.0102
15_8,1200.27,1206.08,0.0097
15_8,759.79,893.3,0.0094
15_8,1175.04,1228.8,0.0093
15_8,1062.24,1081.83,0.0093
15_8,766.79,773.47,0.0091
15_8,762.2,767.81,0.0085
15_8,740.87,751.15,0.008
15_8,1150.99,1157.08,0.0073
15_8,1172.57,1178.09,0.0069
15_8,749.06,758.52,0.0065
15_8,1203.81,1206.83,0.0058
15_8,766.59,795.14,0.0056
15_8,1197.38,1203.04,0.0055
15_8,745.98,748.26,0.0053
15_8,1190.59,1196.27,0.0053
15_8,1165.63,1170.7,0.005
15_8,928.35,947.7,0.0049
15_8,757.79,761.09,0.0046
15_8,1158.27,1167.52,0.0046
15_8,749.41,752.24,0.0045
15_8,972.4,1021.84,0.0043
15_8,854.93,898.1,0.0042
15_8,1205.51,1208.34,0.0042
15_8,942.38,951.7,0.0041
15_8,749.97,774.29,0.004
15_8,1017.8,1062.15,0.0039
15_8,1224.12,1228.8,0.0036
15_8,966.55,988.65,0.0036
15_8,1192.95,1195.39,0.0035
15_8,907.06,943.21,0.0034
15_8,653.87,668.8,0.0034
15_8,770.35,776.7,0.0034
15_8,721.4,746.03,0.0034
15_8,1204.88,1214.04,0.0031
15_8,1146.96,1203.95,0.0031
15_8,890.37,901.84,0.0029
15_8,1077.56,1125.69,0.0028
15_8,759.46,762.68,0.0028
15_8,1135.8,1160.05,0.0028
15_8,1071.69,1074.56,0.0027
15_8,748.05,836.05,0.0027
15_8,1167.94,1179.07,0.0027
15_8,774.53,780.79,0.0026
15_8,1188.32,1191.5,0.0026
15_8,761.69,764.62,0.0025
15_8,748.5,751.29,0.0024
15_8,1153.87,1160.19,0.0023
15_8,1174.64,1177.41,0.0022
15_8,617.17,644.4,0.0022
15_8,763.47,766.27,0.0022
15_8,1180.84,1191.62,0.0021
15_8,1177.45,1180.11,0.0021
15_8,1209.29,1216.19,0.002
15_8,765.31,768.56,0.002
15_8,1193.79,1199.81,0.002
15_8,945.42,983.28,0.002
15_8,737.2,747.52,0.002
15_8,948.41,953.03,0.0019
15_8,654.85,685.01,0.0019
15_8,1158.26,1162.91,0.0019
15_8,751.23,757.31,0.0019
15_8,1090.19,1096.29,0.0018
15_8,690.27,761.67,0.0018
15_8,909.76,921.32,0.0018
15_8,1162.39,1167.09,0.0018
15_8,900.52,912.36,0.0017
15_8,667.22,672.5,0.0017
15_8,745.27,747.89,0.0016
15_8,614.62,617.39,0.0016
15_8,1201.65,1228.8,0.0015
15_8,619.68,626.42,0.0015
15_8,1210.19,1213.05,0.0014
15_8,815.85,873.35,0.0014
15_8,1198.91,1205.08,0.0014
15_8,1179.19,1182.3,0.0013
15_8,772.12,785.2,0.0013
15_8,1204.39,1210.31,0.0013
15_8,933.84,944.4,0.0013
15_8,1125.13,1145.49,0.0012
15_8,1157.08,1159.57,0.0012
15_8,1191.75,1194.55,0.0012
15_8,867.93,947.72,0.0012
15_8,1036.96,1061.85,0.0011
15_8,1189.72,1222.76,0.0011
15_8,756.04,759.53,0.0011
15_8,1166.21,1168.87,0.0011
15_8,586.84,634.82,0.0011
15_8,744.13,747.02,0.0011
15_8,760.76,763.5,0.001
15_8,779.42,791.78,0.001
29_34,940.23,953.81,0.9977
29_34,819.98,838.45,0.9967
29_34,615.32,633.97,0.9943
29_34,911.29,935.31,0.9927
29_34,636.24,680.49,0.992
29_34,955.59,967.63,0.9911
29_34,892.35,908.82,0.9911
29_34,683.66,817.01,0.9855
29_34,841.17,889.91,0.9839
29_34,819.97,838.44,0.1349
29_34,615.29,633.99,0.1349
29_34,911.3,935.32,0.1341
29_34,955.6,967.62,0.1324
29_34,841.14,889.88,0.132
29_34,634.28,645.46,0.0105
29_34,895.15,897.67,0.0102
29_34,826.71,832.67,0.0061
29_34,1016.51,1094.71,0.0061
29_34,725.51,731.65,0.0055
29_34,967.18,979.02,0.005
29_34,700.53,723.7,0.0048
29_34,760.58,766.57,0.0048
29_34,915.92,921.09,0.0048
29_34,944.28,947.12,0.0044
29_34,634.39,639.88,0.0042
29_34,954.06,956.47,0.0038
29_34,742.22,752.59,0.0037
29_34,1086.87,1106.11,0.0037
29_34,909.01,911.84,0.0035
29_34,718.15,723.95,0.0034
29_34,815.56,820.68,0.0034
29_34,1074.2,1093.65,0.0032
29_34,757.41,760.4,0.0032
29_34,1093.88,1099.08,0.0031
29_34,684.98,690.61,0.0031
29_34,715.18,718.23,0.003
29_34,1109.89,1122.11,0.003
29_34,783.69,786.34,0.003
29_34,651.13,663.48,0.0027
29_34,687.48,698.89,0.0026
29_34,1088.78,1091.68,0.0026
29_34,723.54,726.06,0.0024
29_34,1073.86,1076.46,0.0023
29_34,783.2,818.42,0.0023
29_34,823.17,895.35,0.0021
29_34,973.48,976.48,0.0021
29_34,880.13,882.98,0.002
29_34,744.11,749.33,0.002
29_34,763.86,788.13,0.0019
29_34,1115.13,1120.91,0.0019
29_34,627.37,630.2,0.0017
29_34,1053.02,1055.83,0.0016
29_34,727.91,746.94,0.0016
29_34,591.6,625.0,0.0015
29_34,665.87,677.75,0.0015
29_34,1037.8,1060.56,0.0013
29_34,704.09,710.39,0.0013
29_34,834.98,840.02,0.0013
29_34,845.95,848.84,0.0012
29_34,792.75,795.63,0.0012
29_34,640.37,642.99,0.0012
29_34,931.61,942.14,0.0011
29_34,856.64,859.46,0.0011
29_34,893.65,898.32,0.001
29_34,614.43,616.78,0.001
29_34,1119.04,1130.09,0.001
29_34,782.74,785.44,0.001
12_38,754.81,760.26,0.9997
12_38,782.29,800.68,0.9992
12_38,671.9,681.64,0.9978
12_38,713.71,721.46,0.9975
12_38,737.02,750.99,0.9964
12_38,693.15,700.93,0.9911
12_38,620.64,627.23,0.9783
12_38,654.82,664.09,0.9626
12_38,634.04,645.64,0.9556
12_38,782.3,800.69,0.1346
12_38,737.01,751.0,0.134
12_38,713.7,721.47,0.1337
12_38,620.64,627.22,0.1294
12_38,701.68,714.2,0.0189
12_38,737.03,750.98,0.0179
12_38,713.71,721.46,0.0178
12_38,620.63,627.23,0.0175
12_38,627.06,633.65,0.0084
12_38,815.06,821.25,0.0076
12_38,843.11,854.77,0.0058
12_38,681.69,692.83,0.0053
12_38,817.4,820.02,0.0049
12_38,755.8,779.85,0.0048
12_38,883.43,886.32,0.0048
12_38,621.05,623.88,0.0042
12_38,626.97,639.93,0.004
12_38,854.76,860.3,0.004
12_38,674.46,680.35,0.0038
12_38,714.66,737.25,0.0038
12_38,800.63,821.96,0.0031
12_38,1001.63,1004.51,0.003
12_38,965.76,968.25,0.0028
12_38,627.45,630.08,0.0028
12_38,663.12,672.88,0.0026
12_38,903.58,906.63,0.0026
12_38,748.98,755.06,0.0026
12_38,615.86,618.33,0.0023
12_38,720.81,731.1,0.0023
12_38,922.71,925.88,0.0021
12_38,770.89,782.06,0.0018
12_38,962.99,983.66,0.0018
12_38,859.62,862.25,0.0017
12_38,745.74,751.58,0.0016
12_38,700.49,712.15,0.0016
12_38,755.16,767.24,0.0016
12_38,805.4,808.4,0.0016
12_38,662.81,665.26,0.0016
12_38,952.98,955.58,0.0015
12_38,653.67,677.66,0.0015
12_38,739.77,745.24,0.0015
12_38,633.8,636.51,0.0014
12_38,819.95,822.87,0.0013
12_38,782.64,787.74,0.0013
12_38,951.22,953.82,0.0012
12_38,657.91,660.59,0.0012
12_38,765.36,770.72,0.0012
12_38,828.01,833.84,0.0012
12_38,905.81,908.7,0.0012
12_38,953.8,965.83,0.0011
12_38,1008.8,1011.63,0.0011
12_38,810.26,813.04,0.0011
12_38,901.06,903.83,0.001
12_38,862.23,864.84,0.001
12_2,745.94,754.55,0.9982
12_2,813.29,830.62,0.9979
12_2,787.78,803.89,0.9968
12_2,642.14,654.77,0.9942
12_2,714.96,732.8,0.9896
12_2,767.98,780.85,0.9864
12_2,629.26,634.21,0.9792
12_2,690.94,700.34,0.9767
12_2,660.74,687.97,0.9524
12_2,745.93,754.56,0.1349
12_2,787.78,803.89,0.1348
12_2,714.96,732.79,0.1341
12_2,813.29,830.62,0.1335
12_2,767.97,780.85,0.1327
12_2,907.76,918.94,0.0187
12_2,787.78,803.88,0.0183
12_2,767.97,780.84,0.018
12_2,627.85,639.1,0.0098
12_2,656.04,667.02,0.0087
12_2,734.21,746.24,0.0068
12_2,636.79,643.5,0.006
12_2,871.61,882.48,0.0055
12_2,618.48,631.24,0.0044
12_2,658.56,664.06,0.0044
12_2,614.42,616.94,0.0043
12_2,834.08,854.85,0.0042
12_2,735.97,756.71,0.0039
12_2,850.99,872.89,0.0037
12_2,653.32,658.95,0.0032
12_2,959.91,966.49,0.0032
12_2,823.83,829.66,0.0032
12_2,892.51,895.48,0.0031
12_2,751.4,768.32,0.003
12_2,665.36,677.58,0.0027
12_2,1004.93,1025.12,0.0021
12_2,983.24,1005.08,0.002
12_2,616.47,638.02,0.0019
12_2,763.33,768.41,0.0019
12_2,1000.71,1007.22,0.0019
12_2,830.45,850.48,0.0017
12_2,739.97,742.93,0.0016
12_2,820.17,822.6,0.0016
12_2,885.99,888.77,0.0015
12_2,910.26,933.02,0.0014
12_2,685.34,690.95,0.0013
12_2,1023.94,1030.5,0.0013
12_2,933.71,944.54,0.0013
12_2,723.7,763.34,0.0013
12_2,720.98,723.5,0.0013
12_2,693.59,699.61,0.0012
12_2,955.96,961.9,0.0012
12_2,659.38,662.35,0.0012
12_2,803.28,813.72,0.0011
12_2,715.6,727.19,0.0011
12_2,798.04,800.94,0.0011
12_2,876.42,879.23,0.001
28_50,982.31,990.94,0.9994
28_50,859.65,903.59,0.999
28_50,916.1,930.58,0.999
28_50,828.33,838.51,0.9989
28_50,726.84,745.25,0.998
28_50,955.28,972.5,0.9973
28_50,622.99,666.06,0.9972
28_50,686.11,706.45,0.9934
28_50,706.86,715.88,0.992
28_50,746.93,827.02,0.9906
28_50,838.13,851.83,0.9902
28_50,993.69,1017.56,0.9897
28_50,936.47,946.26,0.9854
28_50,989.75,994.06,0.9138
28_50,857.09,884.79,0.5459
28_50,916.08,930.57,0.1361
28_50,623.01,666.06,0.1349
28_50,726.85,745.26,0.1348
28_50,706.86,715.88,0.1335
28_50,828.33,838.51,0.1334
28_50,993.68,1017.55,0.1332
28_50,982.31,990.93,0.1315
28_50,859.67,903.55,0.0745
28_50,933.64,936.21,0.0218
28_50,906.08,908.64,0.0215
28_50,916.1,930.57,0.0177
28_50,969.85,993.73,0.0107
28_50,1029.53,1032.27,0.0096
28_50,790.88,793.14,0.0088
28_50,1150.48,1153.43,0.0065
28_50,957.84,964.4,0.0058
28_50,607.62,619.65,0.0057
28_50,712.62,715.51,0.0049
28_50,653.41,664.63,0.0042
28_50,817.21,829.35,0.0042
28_50,885.49,892.13,0.0037
28_50,1021.82,1059.29,0.0037
28_50,1137.85,1226.66,0.0035
28_50,613.93,624.48,0.0033
28_50,930.25,936.58,0.0033
28_50,991.82,1001.5,0.0032
28_50,706.54,726.94,0.0032
28_50,903.49,914.46,0.0032
28_50,1118.98,1141.62,0.0026
28_50,708.2,714.62,0.0026
28_50,659.92,671.55,0.0026
28_50,747.76,754.01,0.0025
28_50,970.55,973.0,0.0025
28_50,838.82,910.72,0.0025
28_50,834.32,836.98,0.0025
28_50,785.59,791.43,0.0024
28_50,1101.08,1107.06,0.0024
28_50,888.56,891.61,0.0022
28_50,914.07,917.22,0.0022
28_50,765.25,775.79,0.0021
28_50,1149.2,1158.63,0.0021
28_50,651.84,654.69,0.0021
28_50,823.04,841.7,0.0021
28_50,670.28,675.85,0.002
28_50,860.19,871.79,0.002
28_50,803.38,826.01,0.002
28_50,1040.11,1050.58,0.002
28_50,945.24,957.14,0.0019
28_50,774.98,780.45,0.0019
28_50,705.8,708.58,0.0019
28_50,1064.63,1070.83,0.0018
28_50,1049.41,1052.02,0.0016
28_50,1009.49,1011.96,0.0015
28_50,1061.51,1067.45,0.0015
28_50,994.09,996.59,0.0014
28_50,659.23,662.35,0.0014
28_50,840.83,846.45,0.0013
28_50,976.42,981.82,0.0013
28_50,931.16,948.72,0.0013
28_50,647.62,653.69,0.0013
28_50,622.91,629.64,0.0012
28_50,790.57,801.34,0.0012
28_50,851.3,854.27,0.0011
28_50,608.74,670.39,0.0011
28_50,1018.64,1038.94,0.0011
28_50,1053.39,1056.35,0.0011
28_50,748.83,769.46,0.0011
28_50,984.5,990.33,0.0011
28_50,1072.77,1078.05,0.0011
28_50,904.87,936.49,0.001
28_50,927.24,929.76,0.001
28_50,867.59,873.39,0.001
28_50,829.86,836.45,0.001
29_129,742.4,772.3,0.9995
29_129,701.58,708.69,0.9985
29_129,709.59,737.13,0.9981
29_129,645.62,680.0,0.9956
29_129,614.4,643.8,0.9892
29_129,817.21,829.54,0.9828
29_129,682.43,700.06,0.9805
29_129,1091.39,1107.74,0.9798
29_129,833.09,1090.76,0.9791
29_129,778.69,808.52,0.9743
29_129,832.27,1091.48,0.1351
29_129,742.42,772.24,0.135
29_129,614.41,643.75,0.1345
29_129,701.58,708.69,0.1339
29_129,709.63,737.12,0.1333
29_129,645.63,679.95,0.1317
29_129,1156.97,1159.7,0.0207
29_129,928.68,999.96,0.0204
29_129,614.4,643.74,0.0182
29_129,701.58,708.69,0.0181
29_129,1090.0,1161.63,0.018
29_129,742.41,772.26,0.018
29_129,694.53,700.46,0.0098
29_129,840.21,884.43,0.0096
29_129,749.07,751.62,0.0073
29_129,709.07,714.19,0.0065
29_129,1106.88,1127.72,0.0062
29_129,911.42,931.22,0.0053
29_129,811.35,814.22,0.0045
29_129,1092.32,1104.54,0.0045
29_129,862.95,868.89,0.0038
29_129,776.77,854.56,0.0037
29_129,678.19,709.36,0.003
29_129,846.3,868.65,0.003
29_129,712.28,747.05,0.003
29_129,896.59,908.06,0.0029
29_129,644.77,663.48,0.0028
29_129,1084.64,1094.01,0.0025
29_129,882.97,887.79,0.0024
29_129,714.62,717.81,0.0024
29_129,939.34,944.75,0.0023
29_129,1141.82,1153.34,0.0021
29_129,1057.89,1071.06,0.002
29_129,1071.18,1083.83,0.002
29_129,831.91,907.31,0.002
29_129,799.24,801.89,0.0019
29_129,1120.62,1132.37,0.0019
29_129,923.57,926.28,0.0019
29_129,726.74,732.33,0.0018
29_129,950.62,953.36,0.0017
29_129,1023.62,1026.45,0.0017
29_129,1114.86,1121.03,0.0017
29_129,965.47,968.42,0.0016
29_129,685.34,690.77,0.0016
29_129,1148.93,1151.69,0.0016
29_129,888.37,890.93,0.0016
29_129,1018.2,1023.85,0.0016
29_129,973.97,977.01,0.0014
29_129,829.03,839.78,0.0014
29_129,862.56,865.38,0.0012
29_129,657.54,681.08,0.0012
29_129,824.75,830.66,0.0012
29_129,1092.45,1098.67,0.0012
29_129,618.7,631.21,0.0012
29_129,1108.25,1114.58,0.0012
29_129,691.76,702.1,0.0011
29_129,614.28,619.02,0.0011
28_29,632.36,651.53,0.998
28_29,729.39,762.53,0.9971
28_29,768.25,773.05,0.9969
28_29,681.14,722.4,0.9953
28_29,904.15,915.22,0.9953
28_29,655.1,679.97,0.989
28_29,858.65,871.23,0.9865
28_29,762.26,767.66,0.985
28_29,834.38,853.23,0.9812
28_29,773.42,814.83,0.9798
28_29,890.7,902.04,0.9724
28_29,814.95,823.34,0.9651
28_29,726.35,728.74,0.9605
28_29,871.23,886.49,0.9492
28_29,729.36,762.55,0.1358
28_29,904.14,915.23,0.1353
28_29,768.25,773.05,0.135
28_29,632.35,651.54,0.1349
28_29,655.12,679.97,0.1339
28_29,858.65,871.22,0.1335
28_29,997.02,999.59,0.0177
28_29,1018.4,1039.59,0.0093
28_29,984.96,987.31,0.0088
28_29,816.17,819.0,0.0088
28_29,932.85,954.0,0.0074
28_29,1142.58,1148.76,0.0063
28_29,614.01,623.86,0.006
28_29,1096.02,1101.87,0.0055
28_29,740.86,752.36,0.0045
28_29,901.06,903.94,0.0045
28_29,803.49,813.99,0.0044
28_29,766.04,774.77,0.0043
28_29,1038.58,1079.57,0.0042
28_29,1037.34,1040.41,0.0038
28_29,836.56,842.7,0.0036
28_29,728.18,733.05,0.0036
28_29,648.74,651.58,0.0032
28_29,666.19,669.29,0.003
28_29,715.51,718.16,0.0028
28_29,780.8,787.16,0.0028
28_29,818.79,821.74,0.0028
28_29,1127.59,1130.56,0.0026
28_29,726.5,729.06,0.0025
28_29,757.66,763.23,0.0024
28_29,815.15,819.49,0.0023
28_29,1082.17,1103.39,0.0022
28_29,741.79,744.31,0.0022
28_29,787.35,790.43,0.002
28_29,728.88,739.48,0.002
28_29,1107.81,1110.62,0.002
28_29,1070.15,1072.83,0.002
28_29,996.42,999.38,0.0019
28_29,850.43,860.15,0.0018
28_29,874.28,877.16,0.0018
28_29,836.3,848.54,0.0016
28_29,634.37,640.94,0.0016
28_29,785.44,788.07,0.0016
28_29,906.0,908.47,0.0016
28_29,1101.92,1105.02,0.0016
28_29,885.93,888.69,0.0016
28_29,1059.73,1062.08,0.0016
28_29,946.72,952.09,0.0016
28_29,977.89,980.63,0.0016
28_29,955.41,960.54,0.0015
28_29,855.35,875.43,0.0015
28_29,711.41,722.21,0.0015
28_29,728.86,731.45,0.0014
28_29,975.6,997.59,0.0014
28_29,932.89,944.2,0.0014
28_29,1013.48,1019.36,0.0013
28_29,773.97,779.33,0.0013
28_29,880.56,883.7,0.0013
28_29,950.72,956.59,0.0013
28_29,1043.25,1064.9,0.0012
28_29,1116.96,1119.93,0.0012
28_29,1155.56,1176.92,0.0012
28_29,1130.95,1143.32,0.0011
28_29,959.08,965.4,0.0011
28_29,845.14,850.79,0.0011
28_29,639.49,680.15,0.0011
